Discipline,FinalOutcome,Sum of SatisfactionRating,Year,Quarter,Month,Day,Sum of SessionLengthMin,StudentLevel,TaskType,Sum of TotalPrompts,UsedAgain,Sum of AI_AssistanceLevel
Computer Science,Idea Drafted,4.8,2024,Qtr 4,October,28,3.54,Graduate,Research,1,TRUE,5
Computer Science,Idea Drafted,2.7,2024,Qtr 4,October,28,17.6,Undergraduate,Brainstorming,5,TRUE,2
Computer Science,Idea Drafted,3.6,2024,Qtr 4,October,29,15.82,Undergraduate,Writing,4,TRUE,4
Computer Science,Idea Drafted,3.8,2024,Qtr 4,October,30,10.18,Undergraduate,Research,2,TRUE,3
Computer Science,Idea Drafted,3.9,2024,Qtr 4,November,1,28.95,Graduate,Writing,7,FALSE,3
Computer Science,Idea Drafted,3.1,2024,Qtr 4,November,1,34.17,Undergraduate,Studying,11,FALSE,4
Computer Science,Idea Drafted,5,2024,Qtr 4,November,2,28.97,High School,Studying,12,TRUE,4
Computer Science,Idea Drafted,4.2,2024,Qtr 4,November,3,7.29,High School,Homework Help,2,TRUE,4
Computer Science,Idea Drafted,2.6,2024,Qtr 4,November,3,19,High School,Writing,4,TRUE,3
Computer Science,Idea Drafted,1.7,2024,Qtr 4,November,3,13.93,Undergraduate,Studying,2,FALSE,2
Computer Science,Idea Drafted,3.7,2024,Qtr 4,November,3,98.96,Undergraduate,Writing,38,TRUE,4
Computer Science,Idea Drafted,2.5,2024,Qtr 4,November,4,29.23,Graduate,Studying,6,TRUE,3
Computer Science,Idea Drafted,5,2024,Qtr 4,November,4,10.32,High School,Studying,2,TRUE,4
Computer Science,Idea Drafted,5,2024,Qtr 4,November,4,14.92,Undergraduate,Studying,3,FALSE,4
Computer Science,Idea Drafted,4.2,2024,Qtr 4,November,6,24.75,Undergraduate,Homework Help,5,TRUE,3
Computer Science,Idea Drafted,4.5,2024,Qtr 4,November,7,12.44,High School,Writing,5,TRUE,5
Computer Science,Idea Drafted,2.6,2024,Qtr 4,November,7,8.48,Undergraduate,Studying,2,TRUE,3
Computer Science,Idea Drafted,5,2024,Qtr 4,November,8,12.19,High School,Writing,2,TRUE,5
Computer Science,Idea Drafted,2.5,2024,Qtr 4,November,8,4.34,Undergraduate,Homework Help,2,TRUE,3
Computer Science,Idea Drafted,4,2024,Qtr 4,November,9,15.35,High School,Brainstorming,3,TRUE,4
Computer Science,Idea Drafted,3.8,2024,Qtr 4,November,10,8.46,Graduate,Homework Help,1,TRUE,4
Computer Science,Idea Drafted,1.3,2024,Qtr 4,November,10,14.35,Graduate,Research,5,TRUE,1
Computer Science,Idea Drafted,1,2024,Qtr 4,November,12,10.89,Undergraduate,Coding,2,TRUE,2
Computer Science,Idea Drafted,2.6,2024,Qtr 4,November,12,48.53,Undergraduate,Writing,14,TRUE,2
Computer Science,Idea Drafted,1.2,2024,Qtr 4,November,13,4.49,High School,Coding,1,TRUE,2
Computer Science,Idea Drafted,1.9,2024,Qtr 4,November,14,8.75,Undergraduate,Research,2,TRUE,3
Computer Science,Idea Drafted,3.3,2024,Qtr 4,November,15,11.14,High School,Studying,2,FALSE,4
Computer Science,Idea Drafted,1.7,2024,Qtr 4,November,15,11.95,High School,Studying,4,TRUE,2
Computer Science,Idea Drafted,3.8,2024,Qtr 4,November,16,2.67,Undergraduate,Homework Help,1,TRUE,3
Computer Science,Idea Drafted,4.2,2024,Qtr 4,November,17,31.93,Graduate,Homework Help,9,TRUE,4
Computer Science,Idea Drafted,2.5,2024,Qtr 4,November,17,11.92,Undergraduate,Research,3,TRUE,3
Computer Science,Idea Drafted,2.3,2024,Qtr 4,November,17,4.94,Undergraduate,Studying,1,TRUE,3
Computer Science,Idea Drafted,3.2,2024,Qtr 4,November,17,16.67,Undergraduate,Writing,5,FALSE,4
Computer Science,Idea Drafted,1,2024,Qtr 4,November,19,37.04,Graduate,Writing,9,TRUE,1
Computer Science,Idea Drafted,3.9,2024,Qtr 4,November,19,14.21,High School,Studying,3,TRUE,5
Computer Science,Idea Drafted,4.1,2024,Qtr 4,November,19,33.38,Undergraduate,Writing,7,TRUE,4
Computer Science,Idea Drafted,1.2,2024,Qtr 4,November,20,15.57,Undergraduate,Writing,4,TRUE,2
Computer Science,Idea Drafted,4.2,2024,Qtr 4,November,22,17.59,Graduate,Brainstorming,4,TRUE,3
Computer Science,Idea Drafted,2.2,2024,Qtr 4,November,22,6.23,Graduate,Homework Help,1,TRUE,3
Computer Science,Idea Drafted,5,2024,Qtr 4,November,22,28.63,High School,Writing,7,TRUE,5
Computer Science,Idea Drafted,3.4,2024,Qtr 4,November,22,2.07,Undergraduate,Studying,1,TRUE,3
Computer Science,Idea Drafted,3,2024,Qtr 4,November,24,20.17,Graduate,Brainstorming,7,TRUE,3
Computer Science,Idea Drafted,5,2024,Qtr 4,November,24,15.38,Graduate,Coding,4,TRUE,5
Computer Science,Idea Drafted,3.8,2024,Qtr 4,November,25,44.52,Undergraduate,Homework Help,10,TRUE,4
Computer Science,Idea Drafted,3.6,2024,Qtr 4,November,28,76.75,Graduate,Writing,16,TRUE,4
Computer Science,Idea Drafted,4.4,2024,Qtr 4,November,28,39.85,Undergraduate,Writing,13,TRUE,4
Computer Science,Idea Drafted,3.4,2024,Qtr 4,November,29,24.84,Graduate,Writing,6,FALSE,3
Computer Science,Idea Drafted,4,2024,Qtr 4,November,30,7.6,Undergraduate,Writing,1,FALSE,4
Computer Science,Idea Drafted,5.6,2024,Qtr 4,November,30,59.75,Undergraduate,Writing,23,TRUE,5
Computer Science,Idea Drafted,2.9,2024,Qtr 4,December,1,29.19,Graduate,Studying,12,TRUE,4
Computer Science,Idea Drafted,2.5,2024,Qtr 4,December,2,6.84,Undergraduate,Studying,1,TRUE,3
Computer Science,Idea Drafted,4.1,2024,Qtr 4,December,6,18.6,Undergraduate,Brainstorming,4,TRUE,4
Computer Science,Idea Drafted,4.3,2024,Qtr 4,December,7,23.92,Undergraduate,Research,8,FALSE,4
Computer Science,Idea Drafted,3.9,2024,Qtr 4,December,8,33.86,Graduate,Research,7,TRUE,3
Computer Science,Idea Drafted,2.5,2024,Qtr 4,December,8,13.67,Graduate,Writing,4,FALSE,3
Computer Science,Idea Drafted,3.8,2024,Qtr 4,December,9,72.04,Graduate,Writing,26,TRUE,3
Computer Science,Idea Drafted,3.1,2024,Qtr 4,December,10,31.51,High School,Writing,9,TRUE,4
Computer Science,Idea Drafted,2.1,2024,Qtr 4,December,11,5.35,High School,Writing,2,TRUE,3
Computer Science,Idea Drafted,5,2024,Qtr 4,December,11,2.86,Undergraduate,Homework Help,1,TRUE,5
Computer Science,Idea Drafted,4.5,2024,Qtr 4,December,12,8.43,Graduate,Coding,2,TRUE,4
Computer Science,Idea Drafted,4.5,2024,Qtr 4,December,12,18.26,Undergraduate,Research,3,TRUE,4
Computer Science,Idea Drafted,4.9,2024,Qtr 4,December,14,11.36,Undergraduate,Writing,2,TRUE,5
Computer Science,Idea Drafted,1.7,2024,Qtr 4,December,15,16.12,Graduate,Writing,3,TRUE,3
Computer Science,Idea Drafted,4.1,2024,Qtr 4,December,15,32.82,Undergraduate,Studying,7,TRUE,4
Computer Science,Idea Drafted,4,2024,Qtr 4,December,15,5.1,Undergraduate,Writing,1,FALSE,5
Computer Science,Idea Drafted,4.6,2024,Qtr 4,December,17,27.48,Graduate,Writing,10,FALSE,5
Computer Science,Idea Drafted,2.6,2024,Qtr 4,December,17,68.47,Undergraduate,Homework Help,34,FALSE,3
Computer Science,Idea Drafted,2.7,2024,Qtr 4,December,19,8.89,Undergraduate,Writing,4,TRUE,3
Computer Science,Idea Drafted,5,2024,Qtr 4,December,20,17.91,Graduate,Studying,3,TRUE,5
Computer Science,Idea Drafted,2,2024,Qtr 4,December,20,28.03,Graduate,Writing,7,TRUE,3
Computer Science,Idea Drafted,2.9,2024,Qtr 4,December,20,28.85,High School,Writing,6,TRUE,3
Computer Science,Idea Drafted,2.3,2024,Qtr 4,December,20,13.19,Undergraduate,Research,3,FALSE,3
Computer Science,Idea Drafted,4.5,2024,Qtr 4,December,20,13.45,Undergraduate,Writing,3,FALSE,5
Computer Science,Idea Drafted,4.5,2024,Qtr 4,December,22,22.46,High School,Writing,4,FALSE,4
Computer Science,Idea Drafted,3.6,2024,Qtr 4,December,23,16.13,Undergraduate,Coding,4,TRUE,3
Computer Science,Idea Drafted,2.3,2024,Qtr 4,December,24,7.04,Graduate,Writing,2,TRUE,3
Computer Science,Idea Drafted,5,2024,Qtr 4,December,26,15.98,High School,Studying,3,TRUE,5
Computer Science,Idea Drafted,3.8,2024,Qtr 4,December,26,12.49,Undergraduate,Writing,2,TRUE,4
Computer Science,Idea Drafted,3.4,2024,Qtr 4,December,27,20.07,Undergraduate,Writing,5,TRUE,3
Computer Science,Idea Drafted,4.7,2024,Qtr 4,December,30,15.02,Undergraduate,Coding,4,TRUE,5
Computer Science,Idea Drafted,1.3,2025,Qtr 1,January,1,11.1,Undergraduate,Homework Help,2,TRUE,2
Computer Science,Idea Drafted,2.7,2025,Qtr 1,January,2,3.34,High School,Homework Help,1,TRUE,3
Computer Science,Idea Drafted,3.8,2025,Qtr 1,January,2,36.94,Undergraduate,Writing,12,TRUE,3
Computer Science,Idea Drafted,4,2025,Qtr 1,January,4,6,Graduate,Writing,1,TRUE,4
Computer Science,Idea Drafted,5,2025,Qtr 1,January,5,4.68,High School,Brainstorming,1,FALSE,5
Computer Science,Idea Drafted,3.6,2025,Qtr 1,January,6,12.44,Undergraduate,Coding,4,FALSE,3
Computer Science,Idea Drafted,2.9,2025,Qtr 1,January,6,5.21,Undergraduate,Homework Help,1,TRUE,3
Computer Science,Idea Drafted,3.2,2025,Qtr 1,January,8,7.36,Graduate,Writing,2,TRUE,3
Computer Science,Idea Drafted,3.9,2025,Qtr 1,January,8,36.1,High School,Writing,10,TRUE,3
Computer Science,Idea Drafted,3.9,2025,Qtr 1,January,9,16.52,Undergraduate,Research,4,TRUE,5
Computer Science,Idea Drafted,2.4,2025,Qtr 1,January,10,39.52,Undergraduate,Writing,11,FALSE,3
Computer Science,Idea Drafted,3.2,2025,Qtr 1,January,11,32.14,High School,Brainstorming,14,TRUE,4
Computer Science,Idea Drafted,1.4,2025,Qtr 1,January,11,25.97,Undergraduate,Studying,5,FALSE,3
Computer Science,Idea Drafted,2.6,2025,Qtr 1,January,12,7.35,High School,Writing,1,TRUE,3
Computer Science,Idea Drafted,1.3,2025,Qtr 1,January,12,4.46,Undergraduate,Coding,1,TRUE,1
Computer Science,Idea Drafted,4.3,2025,Qtr 1,January,14,24.54,High School,Writing,5,TRUE,3
Computer Science,Idea Drafted,2.7,2025,Qtr 1,January,15,2.98,High School,Studying,1,FALSE,3
Computer Science,Idea Drafted,4.8,2025,Qtr 1,January,15,15.21,Undergraduate,Coding,5,TRUE,5
Computer Science,Idea Drafted,2.6,2025,Qtr 1,January,15,20.93,Undergraduate,Studying,6,FALSE,2
Computer Science,Idea Drafted,3.4,2025,Qtr 1,January,15,15.5,Undergraduate,Studying,7,TRUE,4
Computer Science,Idea Drafted,2.2,2025,Qtr 1,January,17,0.47,Undergraduate,Homework Help,1,TRUE,3
Computer Science,Idea Drafted,3.7,2025,Qtr 1,January,18,4.08,Graduate,Homework Help,1,FALSE,5
Computer Science,Idea Drafted,2.1,2025,Qtr 1,January,18,11.88,Graduate,Writing,2,FALSE,2
Computer Science,Idea Drafted,4.6,2025,Qtr 1,January,19,26.51,Undergraduate,Coding,5,TRUE,4
Computer Science,Idea Drafted,5,2025,Qtr 1,January,19,47.88,Undergraduate,Writing,16,TRUE,5
Computer Science,Idea Drafted,2.1,2025,Qtr 1,January,20,4.28,Graduate,Writing,1,TRUE,3
Computer Science,Idea Drafted,3.6,2025,Qtr 1,January,20,12.87,Undergraduate,Homework Help,3,FALSE,4
Computer Science,Idea Drafted,3.6,2025,Qtr 1,January,20,17.63,Undergraduate,Studying,3,FALSE,4
Computer Science,Idea Drafted,7.5,2025,Qtr 1,January,25,30.36,Graduate,Homework Help,11,TRUE,7
Computer Science,Idea Drafted,4.9,2025,Qtr 1,January,25,8.51,Undergraduate,Writing,2,FALSE,5
Computer Science,Idea Drafted,3.9,2025,Qtr 1,January,28,24.67,Undergraduate,Brainstorming,6,TRUE,4
Computer Science,Idea Drafted,4.3,2025,Qtr 1,January,28,33.4,Undergraduate,Homework Help,8,FALSE,5
Computer Science,Idea Drafted,4.2,2025,Qtr 1,January,30,15.73,Undergraduate,Coding,4,TRUE,5
Computer Science,Idea Drafted,4.4,2025,Qtr 1,January,31,9.57,Undergraduate,Homework Help,2,TRUE,4
Computer Science,Idea Drafted,3.2,2025,Qtr 1,January,31,4.32,Undergraduate,Studying,1,FALSE,4
Computer Science,Idea Drafted,2.3,2025,Qtr 1,February,1,8.27,Undergraduate,Writing,1,FALSE,3
Computer Science,Idea Drafted,2.1,2025,Qtr 1,February,2,32.53,Undergraduate,Studying,11,TRUE,3
Computer Science,Idea Drafted,4.1,2025,Qtr 1,February,2,15.86,Undergraduate,Writing,3,FALSE,3
Computer Science,Idea Drafted,4.5,2025,Qtr 1,February,2,8.58,Undergraduate,Writing,3,TRUE,4
Computer Science,Idea Drafted,3.4,2025,Qtr 1,February,3,13.07,Graduate,Studying,3,TRUE,4
Computer Science,Idea Drafted,5,2025,Qtr 1,February,3,5.86,Undergraduate,Homework Help,1,TRUE,5
Computer Science,Idea Drafted,4.1,2025,Qtr 1,February,6,20.19,High School,Writing,5,FALSE,4
Computer Science,Idea Drafted,5,2025,Qtr 1,February,6,24.79,Undergraduate,Homework Help,5,TRUE,4
Computer Science,Idea Drafted,4.5,2025,Qtr 1,February,6,26.21,Undergraduate,Writing,7,TRUE,5
Computer Science,Idea Drafted,5,2025,Qtr 1,February,8,11.44,Undergraduate,Writing,2,FALSE,5
Computer Science,Idea Drafted,2.7,2025,Qtr 1,February,9,22.52,Graduate,Writing,5,TRUE,3
Computer Science,Idea Drafted,2.8,2025,Qtr 1,February,9,16.14,Undergraduate,Studying,4,TRUE,3
Computer Science,Idea Drafted,2.1,2025,Qtr 1,February,10,22.58,Undergraduate,Brainstorming,6,FALSE,3
Computer Science,Idea Drafted,3.3,2025,Qtr 1,February,10,33.79,Undergraduate,Research,7,TRUE,2
Computer Science,Idea Drafted,3.8,2025,Qtr 1,February,12,16.71,Graduate,Writing,8,TRUE,3
Computer Science,Idea Drafted,3.7,2025,Qtr 1,February,12,13.29,High School,Studying,3,TRUE,5
Computer Science,Idea Drafted,4.1,2025,Qtr 1,February,13,24.8,Undergraduate,Brainstorming,5,TRUE,3
Computer Science,Idea Drafted,5,2025,Qtr 1,February,13,35.03,Undergraduate,Studying,10,TRUE,4
Computer Science,Idea Drafted,1.7,2025,Qtr 1,February,13,46.83,Undergraduate,Writing,16,TRUE,2
Computer Science,Idea Drafted,1.5,2025,Qtr 1,February,14,5.72,Undergraduate,Coding,1,TRUE,3
Computer Science,Idea Drafted,2.6,2025,Qtr 1,February,16,10.72,Undergraduate,Research,3,TRUE,2
Computer Science,Idea Drafted,2.7,2025,Qtr 1,February,17,6.45,Graduate,Studying,2,TRUE,4
Computer Science,Idea Drafted,3.5,2025,Qtr 1,February,17,13.69,Undergraduate,Coding,4,TRUE,4
Computer Science,Idea Drafted,2.5,2025,Qtr 1,February,20,16.88,Undergraduate,Coding,5,TRUE,3
Computer Science,Idea Drafted,5,2025,Qtr 1,February,21,15.79,Undergraduate,Brainstorming,5,TRUE,5
Computer Science,Idea Drafted,2.4,2025,Qtr 1,February,21,13.06,Undergraduate,Writing,3,FALSE,2
Computer Science,Idea Drafted,4.1,2025,Qtr 1,February,23,27.58,Undergraduate,Studying,6,TRUE,3
Computer Science,Idea Drafted,5,2025,Qtr 1,February,23,51.76,Undergraduate,Writing,16,FALSE,5
Computer Science,Idea Drafted,2.7,2025,Qtr 1,February,25,33.59,Graduate,Studying,10,TRUE,3
Computer Science,Idea Drafted,3.3,2025,Qtr 1,February,28,24.54,Graduate,Coding,6,TRUE,3
Computer Science,Idea Drafted,2.1,2025,Qtr 1,March,1,6.6,Undergraduate,Studying,1,TRUE,3
Computer Science,Idea Drafted,3.2,2025,Qtr 1,March,2,14.94,Undergraduate,Writing,7,TRUE,4
Computer Science,Idea Drafted,1.1,2025,Qtr 1,March,3,18.96,Graduate,Brainstorming,3,TRUE,2
Computer Science,Idea Drafted,2.1,2025,Qtr 1,March,4,24.94,Graduate,Writing,7,FALSE,1
Computer Science,Idea Drafted,3,2025,Qtr 1,March,5,36.38,Undergraduate,Writing,15,TRUE,4
Computer Science,Idea Drafted,1.3,2025,Qtr 1,March,6,14.1,Undergraduate,Coding,3,TRUE,3
Computer Science,Idea Drafted,2.8,2025,Qtr 1,March,6,26.47,Undergraduate,Writing,10,TRUE,3
Computer Science,Idea Drafted,3.7,2025,Qtr 1,March,7,25.11,Undergraduate,Writing,6,TRUE,4
Computer Science,Idea Drafted,3.3,2025,Qtr 1,March,10,19.86,Graduate,Writing,6,TRUE,4
Computer Science,Idea Drafted,3.7,2025,Qtr 1,March,10,18.14,High School,Coding,5,TRUE,5
Computer Science,Idea Drafted,3.5,2025,Qtr 1,March,10,39.53,Undergraduate,Coding,8,TRUE,4
Computer Science,Idea Drafted,2.8,2025,Qtr 1,March,11,22.45,Undergraduate,Studying,4,FALSE,3
Computer Science,Idea Drafted,3.4,2025,Qtr 1,March,12,14.13,Undergraduate,Homework Help,6,FALSE,4
Computer Science,Idea Drafted,5,2025,Qtr 1,March,14,38.95,Undergraduate,Writing,13,TRUE,4
Computer Science,Idea Drafted,2.7,2025,Qtr 1,March,16,43.91,Undergraduate,Coding,13,TRUE,3
Computer Science,Idea Drafted,4.6,2025,Qtr 1,March,17,11.48,Graduate,Writing,3,TRUE,4
Computer Science,Idea Drafted,5,2025,Qtr 1,March,17,28.23,Undergraduate,Writing,9,TRUE,5
Computer Science,Idea Drafted,1.7,2025,Qtr 1,March,18,12.42,High School,Studying,2,FALSE,2
Computer Science,Idea Drafted,1,2025,Qtr 1,March,18,20.53,High School,Studying,4,TRUE,2
Computer Science,Idea Drafted,1.6,2025,Qtr 1,March,19,11.94,Undergraduate,Research,3,TRUE,2
Computer Science,Idea Drafted,5,2025,Qtr 1,March,20,15.72,Undergraduate,Coding,4,TRUE,4
Computer Science,Idea Drafted,4.6,2025,Qtr 1,March,21,6.87,Undergraduate,Homework Help,1,TRUE,4
Computer Science,Idea Drafted,1.8,2025,Qtr 1,March,22,44.54,High School,Coding,12,TRUE,3
Computer Science,Idea Drafted,1,2025,Qtr 1,March,22,26.47,Undergraduate,Writing,7,TRUE,2
Computer Science,Idea Drafted,4.7,2025,Qtr 1,March,24,10.49,Graduate,Research,2,FALSE,5
Computer Science,Idea Drafted,4.4,2025,Qtr 1,March,24,15.77,Graduate,Writing,6,TRUE,4
Computer Science,Idea Drafted,4.3,2025,Qtr 1,March,24,10.41,Undergraduate,Brainstorming,2,TRUE,4
Computer Science,Idea Drafted,2.1,2025,Qtr 1,March,25,12.95,Undergraduate,Research,3,TRUE,3
Computer Science,Idea Drafted,4.2,2025,Qtr 1,March,26,27.3,Undergraduate,Homework Help,5,TRUE,4
Computer Science,Idea Drafted,2.5,2025,Qtr 1,March,26,31.15,Undergraduate,Studying,8,FALSE,3
Computer Science,Idea Drafted,5,2025,Qtr 1,March,26,10.64,Undergraduate,Studying,2,TRUE,4
Computer Science,Idea Drafted,2,2025,Qtr 1,March,28,4.64,High School,Studying,1,TRUE,3
Computer Science,Idea Drafted,2.6,2025,Qtr 1,March,29,26.02,Graduate,Writing,7,TRUE,2
Computer Science,Idea Drafted,4.2,2025,Qtr 2,April,1,30.96,Undergraduate,Writing,9,FALSE,4
Computer Science,Idea Drafted,3.6,2025,Qtr 2,April,3,15.79,Graduate,Homework Help,4,TRUE,4
Computer Science,Idea Drafted,3,2025,Qtr 2,April,3,20.72,High School,Writing,9,TRUE,3
Computer Science,Idea Drafted,2.2,2025,Qtr 2,April,3,44.89,Undergraduate,Brainstorming,15,TRUE,3
Computer Science,Idea Drafted,3.7,2025,Qtr 2,April,3,6.91,Undergraduate,Studying,2,FALSE,4
Computer Science,Idea Drafted,4.3,2025,Qtr 2,April,4,26.06,Graduate,Brainstorming,12,TRUE,5
Computer Science,Idea Drafted,3.3,2025,Qtr 2,April,4,3.15,Undergraduate,Homework Help,1,TRUE,3
Computer Science,Idea Drafted,5,2025,Qtr 2,April,8,7.78,Undergraduate,Writing,1,TRUE,4
Computer Science,Idea Drafted,2.6,2025,Qtr 2,April,9,5.41,Undergraduate,Research,2,FALSE,3
Computer Science,Idea Drafted,1.6,2025,Qtr 2,April,10,17.23,Undergraduate,Writing,6,TRUE,2
Computer Science,Idea Drafted,2.5,2025,Qtr 2,April,12,18.84,Graduate,Studying,3,FALSE,3
Computer Science,Idea Drafted,3.5,2025,Qtr 2,April,13,11.74,Graduate,Studying,4,TRUE,3
Computer Science,Idea Drafted,3.8,2025,Qtr 2,April,13,33.48,High School,Studying,9,TRUE,4
Computer Science,Idea Drafted,3.7,2025,Qtr 2,April,14,22.07,Undergraduate,Coding,10,TRUE,4
Computer Science,Idea Drafted,3.5,2025,Qtr 2,April,15,17.98,Graduate,Studying,4,TRUE,3
Computer Science,Idea Drafted,5,2025,Qtr 2,April,15,25.75,High School,Writing,10,TRUE,4
Computer Science,Idea Drafted,3.5,2025,Qtr 2,April,16,24.35,Graduate,Brainstorming,5,FALSE,3
Computer Science,Idea Drafted,5,2025,Qtr 2,April,16,20.27,Undergraduate,Writing,4,TRUE,4
Computer Science,Idea Drafted,2.5,2025,Qtr 2,April,17,10.6,Graduate,Homework Help,3,TRUE,3
Computer Science,Idea Drafted,3.6,2025,Qtr 2,April,17,55.7,Undergraduate,Studying,14,TRUE,5
Computer Science,Idea Drafted,3.3,2025,Qtr 2,April,18,55.42,High School,Brainstorming,15,FALSE,3
Computer Science,Idea Drafted,4.7,2025,Qtr 2,April,19,6.16,Graduate,Writing,1,FALSE,5
Computer Science,Idea Drafted,3.3,2025,Qtr 2,April,20,19.04,Undergraduate,Studying,7,FALSE,3
Computer Science,Idea Drafted,7.2,2025,Qtr 2,April,22,17.91,Undergraduate,Studying,5,TRUE,8
Computer Science,Idea Drafted,2.3,2025,Qtr 2,April,25,49.25,Graduate,Coding,13,TRUE,3
Computer Science,Idea Drafted,1.9,2025,Qtr 2,April,26,4.52,Graduate,Homework Help,1,TRUE,2
Computer Science,Idea Drafted,4.6,2025,Qtr 2,April,27,42.62,Undergraduate,Brainstorming,10,TRUE,3
Computer Science,Idea Drafted,3.6,2025,Qtr 2,April,29,46.67,Undergraduate,Studying,12,TRUE,4
Computer Science,Idea Drafted,2.7,2025,Qtr 2,April,30,3.96,High School,Homework Help,1,TRUE,3
Computer Science,Idea Drafted,2,2025,Qtr 2,May,2,15.75,High School,Writing,4,TRUE,3
Computer Science,Idea Drafted,3.9,2025,Qtr 2,May,2,30.72,Undergraduate,Research,10,TRUE,3
Computer Science,Idea Drafted,2.2,2025,Qtr 2,May,3,22.18,Undergraduate,Studying,10,TRUE,3
Computer Science,Idea Drafted,4.3,2025,Qtr 2,May,3,12.55,Undergraduate,Writing,3,TRUE,4
Computer Science,Idea Drafted,3.1,2025,Qtr 2,May,4,22.95,Graduate,Writing,4,FALSE,3
Computer Science,Idea Drafted,1.9,2025,Qtr 2,May,4,24.06,Undergraduate,Research,7,TRUE,3
Computer Science,Idea Drafted,5,2025,Qtr 2,May,5,15.56,Undergraduate,Brainstorming,4,TRUE,5
Computer Science,Idea Drafted,3.6,2025,Qtr 2,May,6,20.01,Graduate,Writing,6,TRUE,3
Computer Science,Idea Drafted,4.9,2025,Qtr 2,May,6,3.64,Undergraduate,Homework Help,1,TRUE,5
Computer Science,Idea Drafted,3.5,2025,Qtr 2,May,7,18.79,Undergraduate,Studying,5,TRUE,4
Computer Science,Idea Drafted,3.6,2025,Qtr 2,May,8,20.35,Graduate,Writing,7,TRUE,4
Computer Science,Idea Drafted,5,2025,Qtr 2,May,9,6.43,High School,Writing,1,TRUE,5
Computer Science,Idea Drafted,4.8,2025,Qtr 2,May,10,10.87,Undergraduate,Homework Help,2,TRUE,4
Computer Science,Idea Drafted,2.7,2025,Qtr 2,May,11,27.49,Graduate,Homework Help,7,TRUE,2
Computer Science,Idea Drafted,2.9,2025,Qtr 2,May,11,14.9,Graduate,Studying,4,FALSE,2
Computer Science,Idea Drafted,4.3,2025,Qtr 2,May,14,38.85,Graduate,Brainstorming,9,FALSE,5
Computer Science,Idea Drafted,2.7,2025,Qtr 2,May,14,82.82,High School,Homework Help,28,TRUE,3
Computer Science,Idea Drafted,5,2025,Qtr 2,May,15,24.26,Undergraduate,Studying,5,FALSE,4
Computer Science,Idea Drafted,4.7,2025,Qtr 2,May,16,18.52,High School,Writing,8,TRUE,4
Computer Science,Idea Drafted,3.3,2025,Qtr 2,May,17,36.03,High School,Research,9,TRUE,4
Computer Science,Idea Drafted,4,2025,Qtr 2,May,17,26.8,Undergraduate,Writing,7,TRUE,3
Computer Science,Idea Drafted,5,2025,Qtr 2,May,18,20.48,Undergraduate,Brainstorming,6,FALSE,5
Computer Science,Idea Drafted,5,2025,Qtr 2,May,18,22.33,Undergraduate,Homework Help,5,TRUE,5
Computer Science,Idea Drafted,3.3,2025,Qtr 2,May,22,5.86,High School,Coding,2,TRUE,4
Computer Science,Idea Drafted,1.1,2025,Qtr 2,May,22,4.85,High School,Homework Help,1,FALSE,1
Computer Science,Idea Drafted,4.4,2025,Qtr 2,May,22,26.38,High School,Studying,5,TRUE,4
Computer Science,Idea Drafted,1.6,2025,Qtr 2,May,23,10.46,Undergraduate,Coding,2,TRUE,2
Computer Science,Idea Drafted,1,2025,Qtr 2,May,25,18.3,Undergraduate,Brainstorming,4,TRUE,1
Computer Science,Idea Drafted,4.7,2025,Qtr 2,May,27,3.94,Graduate,Writing,1,TRUE,5
Computer Science,Idea Drafted,3.4,2025,Qtr 2,May,27,16.21,Undergraduate,Studying,3,TRUE,4
Computer Science,Idea Drafted,1.2,2025,Qtr 2,May,27,14.03,Undergraduate,Writing,6,FALSE,2
Computer Science,Idea Drafted,2.2,2025,Qtr 2,May,30,4.44,Undergraduate,Brainstorming,1,TRUE,4
Computer Science,Idea Drafted,3.2,2025,Qtr 2,May,31,5.1,Undergraduate,Studying,1,TRUE,3
Computer Science,Idea Drafted,4.1,2025,Qtr 2,June,3,4.67,High School,Coding,1,TRUE,3
Computer Science,Idea Drafted,2.8,2025,Qtr 2,June,3,59.31,High School,Studying,27,TRUE,3
Computer Science,Idea Drafted,4.8,2025,Qtr 2,June,6,21.12,High School,Writing,7,TRUE,5
Computer Science,Idea Drafted,5,2025,Qtr 2,June,7,36.97,Graduate,Homework Help,18,TRUE,5
Computer Science,Idea Drafted,3.6,2025,Qtr 2,June,7,22.47,Undergraduate,Studying,9,FALSE,4
Computer Science,Idea Drafted,4.2,2025,Qtr 2,June,8,7.98,Undergraduate,Research,1,TRUE,4
Computer Science,Idea Drafted,3.3,2025,Qtr 2,June,11,19.2,Undergraduate,Research,9,TRUE,4
Computer Science,Idea Drafted,5,2025,Qtr 2,June,12,33.27,Undergraduate,Homework Help,13,TRUE,4
Computer Science,Idea Drafted,3,2025,Qtr 2,June,12,12.12,Undergraduate,Studying,2,TRUE,4
Computer Science,Idea Drafted,4.5,2025,Qtr 2,June,13,19.17,High School,Brainstorming,5,TRUE,4
Computer Science,Idea Drafted,3.9,2025,Qtr 2,June,13,31.12,Undergraduate,Coding,8,TRUE,4
Computer Science,Idea Drafted,4,2025,Qtr 2,June,13,21.59,Undergraduate,Writing,4,TRUE,4
Computer Science,Idea Drafted,2.9,2025,Qtr 2,June,15,9.09,High School,Studying,1,TRUE,4
